granularite,datum,Year,Month,Weekday Name,Hour,M01AB,M01AE,N02BA,N02BE,N05B,N05C,R03,R06
Hourly,2014-01-09 22:00:00,2014,9,Monday,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hourly,2014-01-09 23:00:00,2014,9,Monday,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hourly,2014-02-09 00:00:00,2014,9,Tuesday,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hourly,2014-02-09 01:00:00,2014,9,Tuesday,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hourly,2014-02-09 02:00:00,2014,9,Tuesday,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hourly,2014-02-09 03:00:00,2014,9,Tuesday,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hourly,2014-02-09 04:00:00,2014,9,Tuesday,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hourly,2014-02-09 05:00:00,2014,9,Tuesday,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hourly,2014-02-09 06:00:00,2014,9,Tuesday,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hourly,2014-02-09 07:00:00,2014,9,Tuesday,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hourly,2014-02-09 08:00:00,2014,9,Tuesday,8,1.0,0.34,1.0,2.0,1.0,0.0,0.0,0.0
Hourly,2014-02-09 09:00:00,2014,9,Tuesday,9,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
Hourly,2014-02-09 10:00:00,2014,9,Tuesday,10,0.0,1.0,1.0,7.0,0.0,0.0,0.0,1.0
Hourly,2014-02-09 11:00:00,2014,9,Tuesday,11,0.34,1.0,1.0,3.0,0.0,0.0,0.0,0.0
Hourly,2014-02-09 12:00:00,2014,9,Tuesday,12,0.0,1.34,0.0,0.0,1.0,0.0,2.0,0.0
Hourly,2014-02-09 13:00:00,2014,9,Tuesday,13,0.0,0.0,0.2,0.0,1.0,0.0,0.0,0.0
Hourly,2014-02-09 14:00:00,2014,9,Tuesday,14,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Hourly,2014-02-09 15:00:00,2014,9,Tuesday,15,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
Hourly,2014-02-09 16:00:00,2014,9,Tuesday,16,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Hourly,2014-02-09 17:00:00,2014,9,Tuesday,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hourly,2014-02-09 18:00:00,2014,9,Tuesday,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hourly,2014-02-09 19:00:00,2014,9,Tuesday,19,0.0,0.0,1.0,1.0,2.0,0.0,0.0,2.0
Hourly,2014-02-09 20:00:00,2014,9,Tuesday,20,0.0,0.0,0.0,2.14,1.0,0.0,0.0,0.0
Hourly,2014-02-09 21:00:00,2014,9,Tuesday,21,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
Hourly,2014-02-09 22:00:00,2014,9,Tuesday,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hourly,2014-02-09 23:00:00,2014,9,Tuesday,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hourly,2014-03-09 00:00:00,2014,9,Wednesday,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hourly,2014-03-09 01:00:00,2014,9,Wednesday,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hourly,2014-03-09 02:00:00,2014,9,Wednesday,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hourly,2014-03-09 03:00:00,2014,9,Wednesday,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hourly,2014-03-09 04:00:00,2014,9,Wednesday,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hourly,2014-03-09 05:00:00,2014,9,Wednesday,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hourly,2014-03-09 06:00:00,2014,9,Wednesday,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hourly,2014-03-09 07:00:00,2014,9,Wednesday,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hourly,2014-03-09 08:00:00,2014,9,Wednesday,8,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
Hourly,2014-03-09 09:00:00,2014,9,Wednesday,9,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
Hourly,2014-03-09 10:00:00,2014,9,Wednesday,10,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
Hourly,2014-03-09 11:00:00,2014,9,Wednesday,11,1.0,1.0,1.0,2.0,4.0,0.0,0.0,0.0
Hourly,2014-03-09 12:00:00,2014,9,Wednesday,12,0.0,0.34,0.0,4.0,1.0,0.0,1.0,0.0
Hourly,2014-03-09 13:00:00,2014,9,Wednesday,13,1.0,0.0,1.0,2.3,0.0,0.0,0.0,1.0
Hourly,2014-03-09 14:00:00,2014,9,Wednesday,14,1.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0
Hourly,2014-03-09 15:00:00,2014,9,Wednesday,15,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Hourly,2014-03-09 16:00:00,2014,9,Wednesday,16,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
Hourly,2014-03-09 17:00:00,2014,9,Wednesday,17,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
Hourly,2014-03-09 18:00:00,2014,9,Wednesday,18,1.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0
Hourly,2014-03-09 19:00:00,2014,9,Wednesday,19,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
Hourly,2014-03-09 20:00:00,2014,9,Wednesday,20,1.0,0.0,0.0,0.28,1.0,0.0,0.0,2.0
Hourly,2014-03-09 21:00:00,2014,9,Wednesday,21,0.0,0.0,2.0,0.6,0.0,0.0,0.0,0.0
Hourly,2014-03-09 22:00:00,2014,9,Wednesday,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hourly,2014-03-09 23:00:00,2014,9,Wednesday,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hourly,2014-04-09 00:00:00,2014,9,Thursday,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hourly,2014-04-09 01:00:00,2014,9,Thursday,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hourly,2014-04-09 02:00:00,2014,9,Thursday,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hourly,2014-04-09 03:00:00,2014,9,Thursday,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hourly,2014-04-09 04:00:00,2014,9,Thursday,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hourly,2014-04-09 05:00:00,2014,9,Thursday,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hourly,2014-04-09 06:00:00,2014,9,Thursday,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hourly,2014-04-09 07:00:00,2014,9,Thursday,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hourly,2014-04-09 08:00:00,2014,9,Thursday,8,0.34,0.0,0.0,0.0,2.0,0.0,0.0,0.0
Hourly,2014-04-09 09:00:00,2014,9,Thursday,9,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0
Hourly,2014-04-09 10:00:00,2014,9,Thursday,10,0.0,0.0,0.0,2.0,2.0,0.0,0.0,1.0
Hourly,2014-04-09 11:00:00,2014,9,Thursday,11,0.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0
Hourly,2014-04-09 12:00:00,2014,9,Thursday,12,1.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0
Hourly,2014-04-09 13:00:00,2014,9,Thursday,13,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
Hourly,2014-04-09 14:00:00,2014,9,Thursday,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hourly,2014-04-09 15:00:00,2014,9,Thursday,15,0.0,1.0,0.0,3.0,3.0,0.0,0.0,0.0
Hourly,2014-04-09 16:00:00,2014,9,Thursday,16,0.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hourly,2014-04-09 17:00:00,2014,9,Thursday,17,1.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0
Hourly,2014-04-09 18:00:00,2014,9,Thursday,18,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hourly,2014-04-09 19:00:00,2014,9,Thursday,19,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0
Hourly,2014-04-09 20:00:00,2014,9,Thursday,20,1.0,0.34,1.0,2.6,2.0,0.0,0.0,0.0
Hourly,2014-04-09 21:00:00,2014,9,Thursday,21,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
Hourly,2014-04-09 22:00:00,2014,9,Thursday,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hourly,2014-04-09 23:00:00,2014,9,Thursday,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hourly,2014-05-09 00:00:00,2014,9,Friday,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hourly,2014-05-09 01:00:00,2014,9,Friday,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hourly,2014-05-09 02:00:00,2014,9,Friday,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hourly,2014-05-09 03:00:00,2014,9,Friday,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hourly,2014-05-09 04:00:00,2014,9,Friday,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hourly,2014-05-09 05:00:00,2014,9,Friday,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hourly,2014-05-09 06:00:00,2014,9,Friday,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hourly,2014-05-09 07:00:00,2014,9,Friday,7,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
Hourly,2014-05-09 08:00:00,2014,9,Friday,8,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Hourly,2014-05-09 09:00:00,2014,9,Friday,9,0.0,0.0,0.0,5.0,1.0,1.0,0.0,0.0
Hourly,2014-05-09 10:00:00,2014,9,Friday,10,0.0,0.099,0.0,1.0,0.0,0.0,0.0,0.0
Hourly,2014-05-09 11:00:00,2014,9,Friday,11,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
Hourly,2014-05-09 12:00:00,2014,9,Friday,12,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0
Hourly,2014-05-09 13:00:00,2014,9,Friday,13,0.0,0.34,0.0,0.0,1.0,1.0,0.0,0.0
Hourly,2014-05-09 14:00:00,2014,9,Friday,14,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
Hourly,2014-05-09 15:00:00,2014,9,Friday,15,0.0,0.0,0.0,1.1,2.0,0.0,0.0,1.0
Hourly,2014-05-09 16:00:00,2014,9,Friday,16,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Hourly,2014-05-09 17:00:00,2014,9,Friday,17,3.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0
Hourly,2014-05-09 18:00:00,2014,9,Friday,18,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
Hourly,2014-05-09 19:00:00,2014,9,Friday,19,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0
Hourly,2014-05-09 20:00:00,2014,9,Friday,20,0.0,0.34,0.0,2.0,1.0,0.0,0.0,0.0
Hourly,2014-05-09 21:00:00,2014,9,Friday,21,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Hourly,2014-05-09 22:00:00,2014,9,Friday,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hourly,2014-05-09 23:00:00,2014,9,Friday,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hourly,2014-06-09 00:00:00,2014,9,Saturday,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hourly,2014-06-09 01:00:00,2014,9,Saturday,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hourly,2014-06-09 02:00:00,2014,9,Saturday,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hourly,2014-06-09 03:00:00,2014,9,Saturday,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hourly,2014-06-09 04:00:00,2014,9,Saturday,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hourly,2014-06-09 05:00:00,2014,9,Saturday,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hourly,2014-06-09 06:00:00,2014,9,Saturday,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hourly,2014-06-09 07:00:00,2014,9,Saturday,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hourly,2014-06-09 08:00:00,2014,9,Saturday,8,0.0,0.0,0.0,1.7,0.0,0.0,0.0,0.0
Hourly,2014-06-09 09:00:00,2014,9,Saturday,9,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0
Hourly,2014-06-09 10:00:00,2014,9,Saturday,10,1.0,0.0,0.0,1.0,5.0,1.0,0.0,0.0
Hourly,2014-06-09 11:00:00,2014,9,Saturday,11,1.0,0.0,0.2,1.0,6.0,0.0,0.0,0.1
Hourly,2014-06-09 12:00:00,2014,9,Saturday,12,0.34,0.0,0.0,0.0,2.0,0.0,0.0,0.0
Hourly,2014-06-09 13:00:00,2014,9,Saturday,13,0.0,1.0,1.0,0.0,7.0,0.0,0.0,1.0
Hourly,2014-06-09 14:00:00,2014,9,Saturday,14,0.0,1.0,1.0,5.0,1.0,0.0,0.0,0.0
Hourly,2014-06-09 15:00:00,2014,9,Saturday,15,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
Hourly,2014-06-09 16:00:00,2014,9,Saturday,16,0.0,0.0,0.0,1.0,7.0,0.0,0.0,0.0
Hourly,2014-06-09 17:00:00,2014,9,Saturday,17,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Hourly,2014-06-09 18:00:00,2014,9,Saturday,18,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
Hourly,2014-06-09 19:00:00,2014,9,Saturday,19,1.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0
Hourly,2014-06-09 20:00:00,2014,9,Saturday,20,1.0,2.0,0.2,0.0,1.0,0.0,0.0,1.0
Hourly,2014-06-09 21:00:00,2014,9,Saturday,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hourly,2014-06-09 22:00:00,2014,9,Saturday,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hourly,2014-06-09 23:00:00,2014,9,Saturday,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hourly,2014-07-09 00:00:00,2014,9,Sunday,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hourly,2014-07-09 01:00:00,2014,9,Sunday,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hourly,2014-07-09 02:00:00,2014,9,Sunday,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hourly,2014-07-09 03:00:00,2014,9,Sunday,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hourly,2014-07-09 04:00:00,2014,9,Sunday,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hourly,2014-07-09 05:00:00,2014,9,Sunday,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hourly,2014-07-09 06:00:00,2014,9,Sunday,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hourly,2014-07-09 07:00:00,2014,9,Sunday,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hourly,2014-07-09 08:00:00,2014,9,Sunday,8,0.0,0.34,0.0,0.0,1.0,0.0,0.0,0.0
Hourly,2014-07-09 09:00:00,2014,9,Sunday,9,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
Hourly,2014-07-09 10:00:00,2014,9,Sunday,10,0.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0
Hourly,2014-07-09 11:00:00,2014,9,Sunday,11,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
Hourly,2014-07-09 12:00:00,2014,9,Sunday,12,0.0,2.175,2.0,3.0,2.0,0.0,0.0,1.0
Hourly,2014-07-09 13:00:00,2014,9,Sunday,13,1.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0
Hourly,2014-07-09 14:00:00,2014,9,Sunday,14,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Hourly,2014-07-09 15:00:00,2014,9,Sunday,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hourly,2014-07-09 16:00:00,2014,9,Sunday,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hourly,2014-07-09 17:00:00,2014,9,Sunday,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hourly,2014-07-09 18:00:00,2014,9,Sunday,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hourly,2014-07-09 19:00:00,2014,9,Sunday,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hourly,2014-07-09 20:00:00,2014,9,Sunday,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hourly,2014-07-09 21:00:00,2014,9,Sunday,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hourly,2014-07-09 22:00:00,2014,9,Sunday,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hourly,2014-07-09 23:00:00,2014,9,Sunday,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hourly,2014-08-09 00:00:00,2014,9,Monday,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hourly,2014-08-09 01:00:00,2014,9,Monday,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hourly,2014-08-09 02:00:00,2014,9,Monday,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hourly,2014-08-09 03:00:00,2014,9,Monday,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hourly,2014-08-09 04:00:00,2014,9,Monday,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hourly,2014-08-09 05:00:00,2014,9,Monday,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hourly,2014-08-09 06:00:00,2014,9,Monday,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hourly,2014-08-09 07:00:00,2014,9,Monday,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hourly,2014-08-09 08:00:00,2014,9,Monday,8,0.0,0.0,1.2,1.4,2.0,0.0,1.0,1.0
Hourly,2014-08-09 09:00:00,2014,9,Monday,9,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0
Hourly,2014-08-09 10:00:00,2014,9,Monday,10,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0
Hourly,2014-08-09 11:00:00,2014,9,Monday,11,0.0,0.34,1.0,1.0,0.0,0.0,0.0,0.0
Hourly,2014-08-09 12:00:00,2014,9,Monday,12,0.0,1.68,0.0,0.0,0.0,0.0,0.0,0.0
Hourly,2014-08-09 13:00:00,2014,9,Monday,13,0.0,0.0,0.0,7.4,0.0,0.0,0.0,0.0
Hourly,2014-08-09 14:00:00,2014,9,Monday,14,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0
Hourly,2014-08-09 15:00:00,2014,9,Monday,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hourly,2014-08-09 16:00:00,2014,9,Monday,16,0.0,0.0,0.3,1.0,1.0,0.0,0.0,0.0
Hourly,2014-08-09 17:00:00,2014,9,Monday,17,1.0,0.34,1.0,0.0,0.0,0.0,0.0,0.0
Hourly,2014-08-09 18:00:00,2014,9,Monday,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
Hourly,2014-08-09 19:00:00,2014,9,Monday,19,0.0,1.0,0.0,3.0,1.0,0.0,0.0,0.0
Hourly,2014-08-09 20:00:00,2014,9,Monday,20,0.0,1.0,0.0,2.0,1.0,0.0,0.0,1.0
Hourly,2014-08-09 21:00:00,2014,9,Monday,21,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0
Hourly,2014-08-09 22:00:00,2014,9,Monday,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hourly,2014-08-09 23:00:00,2014,9,Monday,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hourly,2014-09-09 00:00:00,2014,9,Tuesday,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hourly,2014-09-09 01:00:00,2014,9,Tuesday,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hourly,2014-09-09 02:00:00,2014,9,Tuesday,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hourly,2014-09-09 03:00:00,2014,9,Tuesday,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hourly,2014-09-09 04:00:00,2014,9,Tuesday,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hourly,2014-09-09 05:00:00,2014,9,Tuesday,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hourly,2014-09-09 06:00:00,2014,9,Tuesday,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hourly,2014-09-09 07:00:00,2014,9,Tuesday,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hourly,2014-09-09 08:00:00,2014,9,Tuesday,8,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0
Hourly,2014-09-09 09:00:00,2014,9,Tuesday,9,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0
Hourly,2014-09-09 10:00:00,2014,9,Tuesday,10,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
Hourly,2014-09-09 11:00:00,2014,9,Tuesday,11,1.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0
Hourly,2014-09-09 12:00:00,2014,9,Tuesday,12,0.34,0.0,0.0,2.0,0.0,0.0,0.0,1.0
Hourly,2014-09-09 13:00:00,2014,9,Tuesday,13,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0
Hourly,2014-09-09 14:00:00,2014,9,Tuesday,14,1.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0
Hourly,2014-09-09 15:00:00,2014,9,Tuesday,15,0.0,0.34,0.0,2.0,2.0,0.0,0.0,0.0
Hourly,2014-09-09 16:00:00,2014,9,Tuesday,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hourly,2014-09-09 17:00:00,2014,9,Tuesday,17,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Hourly,2014-09-09 18:00:00,2014,9,Tuesday,18,1.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0
Hourly,2014-09-09 19:00:00,2014,9,Tuesday,19,1.0,1.0,1.5,7.0,4.0,0.0,0.0,0.2
Hourly,2014-09-09 20:00:00,2014,9,Tuesday,20,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
Hourly,2014-09-09 21:00:00,2014,9,Tuesday,21,1.0,0.0,1.5,9.0,0.0,0.0,0.0,0.0
Hourly,2014-09-09 22:00:00,2014,9,Tuesday,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hourly,2014-09-09 23:00:00,2014,9,Tuesday,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hourly,2014-10-09 00:00:00,2014,9,Wednesday,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hourly,2014-10-09 01:00:00,2014,9,Wednesday,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hourly,2014-10-09 02:00:00,2014,9,Wednesday,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hourly,2014-10-09 03:00:00,2014,9,Wednesday,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hourly,2014-10-09 04:00:00,2014,9,Wednesday,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hourly,2014-10-09 05:00:00,2014,9,Wednesday,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hourly,2014-10-09 06:00:00,2014,9,Wednesday,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hourly,2014-10-09 07:00:00,2014,9,Wednesday,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hourly,2014-10-09 08:00:00,2014,9,Wednesday,8,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
Hourly,2014-10-09 09:00:00,2014,9,Wednesday,9,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Hourly,2014-10-09 10:00:00,2014,9,Wednesday,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hourly,2014-10-09 11:00:00,2014,9,Wednesday,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hourly,2014-10-09 12:00:00,2014,9,Wednesday,12,0.34,0.0,1.0,2.0,4.0,0.0,0.0,0.0
Hourly,2014-10-09 13:00:00,2014,9,Wednesday,13,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
Hourly,2014-10-09 14:00:00,2014,9,Wednesday,14,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
Hourly,2014-10-09 15:00:00,2014,9,Wednesday,15,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Hourly,2014-10-09 16:00:00,2014,9,Wednesday,16,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
Hourly,2014-10-09 17:00:00,2014,9,Wednesday,17,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Hourly,2014-10-09 18:00:00,2014,9,Wednesday,18,1.0,0.0,0.0,11.0,2.0,0.0,0.0,0.0
Hourly,2014-10-09 19:00:00,2014,9,Wednesday,19,0.0,2.0,0.0,9.0,1.0,0.0,0.0,0.0
Hourly,2014-10-09 20:00:00,2014,9,Wednesday,20,0.0,1.34,0.0,4.0,1.0,0.0,0.0,1.0
Hourly,2014-10-09 21:00:00,2014,9,Wednesday,21,0.0,0.0,0.5,2.8,2.0,0.0,0.0,0.0
Hourly,2014-10-09 22:00:00,2014,9,Wednesday,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hourly,2014-10-09 23:00:00,2014,9,Wednesday,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hourly,2014-11-09 00:00:00,2014,9,Thursday,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hourly,2014-11-09 01:00:00,2014,9,Thursday,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hourly,2014-11-09 02:00:00,2014,9,Thursday,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hourly,2014-11-09 03:00:00,2014,9,Thursday,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hourly,2014-11-09 04:00:00,2014,9,Thursday,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hourly,2014-11-09 05:00:00,2014,9,Thursday,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
